y	x	variable1	Zona	ErrorConEfecto	Disenio	Franja	AsigTrat	FranjaRep	MiRto
333.333333333333	0	81.1991603414072	0	81.1991603414072	DFR	Franja_333	280	FranjaRep_1	84.4165199292873
333.333333333333	14.2857142857143	81.7180514717456	0	81.7180514717456	DFR	Franja_333	280	FranjaRep_1	84.9354110596258
333.333333333333	28.5714285714286	78.7624091749533	0	78.7624091749533	DFR	Franja_333	280	FranjaRep_1	81.9797687628334
333.333333333333	42.8571428571429	80.1887224204448	0	80.1887224204448	DFR	Franja_333	280	FranjaRep_1	83.406082008325
333.333333333333	57.1428571428571	79.3643496841758	0	79.3643496841758	DFR	Franja_333	280	FranjaRep_1	82.5817092720559
333.333333333333	71.4285714285714	80.5209873062748	0	80.5209873062748	DFR	Franja_333	280	FranjaRep_1	83.738346894155
333.333333333333	85.7142857142857	82.221502703074	0	82.221502703074	DFR	Franja_333	280	FranjaRep_1	85.4388622909541
333.333333333333	100	79.1506283405741	0	79.1506283405741	DFR	Franja_333	280	FranjaRep_1	82.3679879284542
333.333333333333	114.285714285714	82.0303372943109	0	82.0303372943109	DFR	Franja_333	280	FranjaRep_1	85.247696882191
333.333333333333	128.571428571429	85.794183332461	0	85.794183332461	DFR	Franja_333	280	FranjaRep_1	89.0115429203411
333.333333333333	142.857142857143	85.2587039957154	0	85.2587039957154	DFR	Franja_333	280	FranjaRep_1	88.4760635835955
333.333333333333	157.142857142857	82.9807789153051	0	82.9807789153051	DFR	Franja_333	280	FranjaRep_1	86.1981385031853
333.333333333333	171.428571428571	81.0708186686256	0	81.0708186686256	DFR	Franja_333	280	FranjaRep_1	84.2881782565058
333.333333333333	185.714285714286	79.3981443620598	0	79.3981443620598	DFR	Franja_333	280	FranjaRep_1	82.61550394994
333.333333333333	200	80.1077194216533	0	80.1077194216533	DFR	Franja_333	280	FranjaRep_1	83.3250790095334
333.333333333333	214.285714285714	77.8083570010204	0	77.8083570010204	DFR	Franja_333	280	FranjaRep_1	81.0257165889006
333.333333333333	228.571428571429	77.4422598497836	0	77.4422598497836	DFR	Franja_333	280	FranjaRep_1	80.6596194376637
333.333333333333	242.857142857143	76.0460421281686	0	76.0460421281686	DFR	Franja_333	280	FranjaRep_1	79.2634017160488
333.333333333333	257.142857142857	78.3342852350482	0	78.3342852350482	DFR	Franja_333	280	FranjaRep_1	81.5516448229283
333.333333333333	271.428571428571	80.8964163603681	0	80.8964163603681	DFR	Franja_333	280	FranjaRep_1	84.1137759482482
333.333333333333	285.714285714286	80.2133791869122	0	80.2133791869122	DFR	Franja_333	280	FranjaRep_1	83.4307387747923
333.333333333333	300	78.9418661040797	0	78.9418661040797	DFR	Franja_333	280	FranjaRep_1	82.1592256919598
333.333333333333	314.285714285714	78.2493503196014	0	78.2493503196014	DFR	Franja_333	280	FranjaRep_1	81.4667099074815
333.333333333333	328.571428571429	78.4835908002463	0	78.4835908002463	DFR	Franja_333	280	FranjaRep_1	81.7009503881264
333.333333333333	342.857142857143	80.4287063614166	0	80.4287063614166	DFR	Franja_333	280	FranjaRep_1	83.6460659492968
333.333333333333	357.142857142857	78.3293521020262	0	78.3293521020262	DFR	Franja_333	280	FranjaRep_1	81.5467116899063
333.333333333333	371.428571428571	78.6953405993686	0	78.6953405993686	DFR	Franja_333	280	FranjaRep_1	81.9127001872488
333.333333333333	385.714285714286	74.938482886524	0	74.938482886524	DFR	Franja_333	280	FranjaRep_1	78.1558424744042
333.333333333333	400	78.31401534519	0	78.31401534519	DFR	Franja_333	280	FranjaRep_1	81.5313749330701
333.333333333333	414.285714285714	80.3641689572395	0	80.3641689572395	DFR	Franja_333	280	FranjaRep_1	83.5815285451197
333.333333333333	428.571428571429	80.9375900978898	0	80.9375900978898	DFR	Franja_333	280	FranjaRep_1	84.1549496857699
333.333333333333	442.857142857143	77.9808159309651	0	77.9808159309651	DFR	Franja_333	280	FranjaRep_1	81.1981755188452
333.333333333333	457.142857142857	81.4349355361331	0	81.4349355361331	DFR	Franja_333	280	FranjaRep_1	84.6522951240132
333.333333333333	471.428571428571	80.5069271123245	0	80.5069271123245	DFR	Franja_333	280	FranjaRep_1	83.7242867002046
333.333333333333	485.714285714286	77.8618950331135	0	77.8618950331135	DFR	Franja_333	280	FranjaRep_1	81.0792546209936
333.333333333333	500	78.7950265154979	0	78.7950265154979	DFR	Franja_333	280	FranjaRep_1	82.012386103378
333.333333333333	514.285714285714	80.3567413502616	24.6	104.956741350262	DFR	Franja_333	280	FranjaRep_1	131.593300938142
333.333333333333	528.571428571429	81.2659866806211	24.6	105.865986680621	DFR	Franja_333	280	FranjaRep_1	132.502546268501
333.333333333333	542.857142857143	79.6511678155886	24.6	104.251167815589	DFR	Franja_333	280	FranjaRep_1	130.887727403469
333.333333333333	557.142857142857	80.7322069806825	24.6	105.332206980683	DFR	Franja_333	280	FranjaRep_1	131.968766568563
