y	x	variable1	Zona	ErrorConEfecto	Disenio	Franja	AsigTrat	FranjaRep	MiRto
333.333333333333	0	81.6682291518088	0	81.6682291518088	DFR	Franja_333	280	FranjaRep_1	94.4015113900405
333.333333333333	14.2857142857143	81.16828504046	0	81.16828504046	DFR	Franja_333	280	FranjaRep_1	93.9015672786918
333.333333333333	28.5714285714286	81.0114541742551	0	81.0114541742551	DFR	Franja_333	280	FranjaRep_1	93.7447364124869
333.333333333333	42.8571428571429	77.826866908931	0	77.826866908931	DFR	Franja_333	280	FranjaRep_1	90.5601491471627
333.333333333333	57.1428571428571	79.3180163397314	0	79.3180163397314	DFR	Franja_333	280	FranjaRep_1	92.0512985779631
333.333333333333	71.4285714285714	78.9524883560983	0	78.9524883560983	DFR	Franja_333	280	FranjaRep_1	91.68577059433
333.333333333333	85.7142857142857	81.2255958389928	0	81.2255958389928	DFR	Franja_333	280	FranjaRep_1	93.9588780772245
333.333333333333	100	77.2286205677438	0	77.2286205677438	DFR	Franja_333	280	FranjaRep_1	89.9619028059755
333.333333333333	114.285714285714	76.3720464556355	0	76.3720464556355	DFR	Franja_333	280	FranjaRep_1	89.1053286938672
333.333333333333	128.571428571429	75.9841919881791	0	75.9841919881791	DFR	Franja_333	280	FranjaRep_1	88.7174742264108
333.333333333333	142.857142857143	73.9576579818963	0	73.9576579818963	DFR	Franja_333	280	FranjaRep_1	86.690940220128
333.333333333333	157.142857142857	76.8082285151134	0	76.8082285151134	DFR	Franja_333	280	FranjaRep_1	89.5415107533452
333.333333333333	171.428571428571	78.3414250944128	0	78.3414250944128	DFR	Franja_333	280	FranjaRep_1	91.0747073326445
333.333333333333	185.714285714286	77.422904008705	0	77.422904008705	DFR	Franja_333	280	FranjaRep_1	90.1561862469367
333.333333333333	200	74.5275443037149	0	74.5275443037149	DFR	Franja_333	280	FranjaRep_1	87.2608265419466
333.333333333333	214.285714285714	76.3878362081644	0	76.3878362081644	DFR	Franja_333	280	FranjaRep_1	89.1211184463962
333.333333333333	228.571428571429	79.010713258737	0	79.010713258737	DFR	Franja_333	280	FranjaRep_1	91.7439954969687
333.333333333333	242.857142857143	80.7122884713297	0	80.7122884713297	DFR	Franja_333	280	FranjaRep_1	93.4455707095615
333.333333333333	257.142857142857	80.7626156115634	0	80.7626156115634	DFR	Franja_333	280	FranjaRep_1	93.4958978497951
333.333333333333	271.428571428571	79.687480762578	0	79.687480762578	DFR	Franja_333	280	FranjaRep_1	92.4207630008098
333.333333333333	285.714285714286	79.974075097979	0	79.974075097979	DFR	Franja_333	280	FranjaRep_1	92.7073573362107
333.333333333333	300	80.7644831564817	0	80.7644831564817	DFR	Franja_333	280	FranjaRep_1	93.4977653947134
