x	y	variable1	Zona	ErrorConEfecto	Disenio	AsigTrat	MiRto
0	0	77.0787584446753	0	77.0787584446753	DCA	140	85.4591004081981
14.2857142857143	0	75.0245571556195	0	75.0245571556195	DCA	0	75.0245571556195
28.5714285714286	0	76.8458072746948	0	76.8458072746948	DCA	280	79.1885340963883
42.8571428571429	0	77.3518530814211	0	77.3518530814211	DCA	140	85.7321950449439
57.1428571428571	0	78.5976701909621	0	78.5976701909621	DCA	70	84.5900858108925
71.4285714285714	0	81.2496387637369	0	81.2496387637369	DCA	210	88.413417794514
85.7142857142857	0	78.1436302304786	0	78.1436302304786	DCA	0	78.1436302304786
100	0	76.5379069774124	0	76.5379069774124	DCA	210	83.7016860081895
114.285714285714	0	81.3641438831344	0	81.3641438831344	DCA	140	89.7444858466572
128.571428571429	0	78.220710591043	0	78.220710591043	DCA	280	80.5634374127364
142.857142857143	0	77.1738462054422	0	77.1738462054422	DCA	210	84.3376252362194
157.142857142857	0	81.1966025128303	0	81.1966025128303	DCA	140	89.5769444763531
171.428571428571	0	81.9381408518244	0	81.9381408518244	DCA	210	89.1019198826016
185.714285714286	0	81.8660129911419	0	81.8660129911419	DCA	70	87.8584286110723
200	0	80.6954595870002	0	80.6954595870002	DCA	280	83.0381864086937
214.285714285714	0	77.6917947080898	0	77.6917947080898	DCA	280	80.0345215297833
228.571428571429	0	77.5081907333355	0	77.5081907333355	DCA	0	77.5081907333355
242.857142857143	0	78.4845074914694	0	78.4845074914694	DCA	0	78.4845074914694
257.142857142857	0	81.1908737113161	0	81.1908737113161	DCA	280	83.5336005330096
271.428571428571	0	78.8717186964951	0	78.8717186964951	DCA	70	84.8641343164255
285.714285714286	0	80.9582714323233	0	80.9582714323233	DCA	140	89.3386133958461
300	0	81.7387672374258	0	81.7387672374258	DCA	70	87.7311828573563
314.285714285714	0	81.2759654271109	0	81.2759654271109	DCA	140	89.6563073906337
328.571428571429	0	81.4864707609929	0	81.4864707609929	DCA	70	87.4788863809233
342.857142857143	0	80.7169764434913	0	80.7169764434913	DCA	0	80.7169764434913
357.142857142857	0	83.5609940206835	0	83.5609940206835	DCA	140	91.9413359842063
371.428571428571	0	84.1205175347997	0	84.1205175347997	DCA	140	92.5008594983225
385.714285714286	0	78.5966456435311	0	78.5966456435311	DCA	210	85.7604246743082
400	0	77.2720916418359	0	77.2720916418359	DCA	210	84.4358706726131
414.285714285714	0	78.7847660631942	0	78.7847660631942	DCA	140	87.165108026717
428.571428571429	0	81.1328178649243	0	81.1328178649243	DCA	280	83.4755446866178
442.857142857143	0	81.7307198618484	0	81.7307198618484	DCA	210	88.8944988926255
457.142857142857	0	80.625183099547	0	80.625183099547	DCA	0	80.625183099547
471.428571428571	0	82.5720580273616	0	82.5720580273616	DCA	210	89.7358370581388
485.714285714286	0	80.2650304854744	0	80.2650304854744	DCA	0	80.2650304854744
500	0	80.9690364879881	0	80.9690364879881	DCA	70	86.9614521079185
514.285714285714	0	80.4533301018675	24.6	105.053330101867	DCA	140	125.14327206539
528.571428571429	0	82.2949904684078	24.6	106.894990468408	DCA	210	131.623169499185
542.857142857143	0	79.7714952326151	24.6	104.371495232615	DCA	70	116.218710852545
557.142857142857	0	80.2806325754878	24.6	104.880632575488	DCA	210	129.608811606265
571.428571428571	0	79.7627977681266	24.6	104.362797768127	DCA	210	129.090976798904
