x	y	variable1	Zona	ErrorConEfecto	Disenio	AsigTrat	MiRto
0	0	78.5805406060198	0	78.5805406060198	DCA	140	85.6916177735478
14.2857142857143	0	78.6505943068073	0	78.6505943068073	DCA	210	83.1924792073203
28.5714285714286	0	79.1170883037565	0	79.1170883037565	DCA	210	83.6589732042695
42.8571428571429	0	77.3807584439552	0	77.3807584439552	DCA	140	84.4918356114833
57.1428571428571	0	75.3562957558673	0	75.3562957558673	DCA	210	79.8981806563804
71.4285714285714	0	78.5331561420407	0	78.5331561420407	DCA	0	78.5331561420407
85.7142857142857	0	81.5320433193774	0	81.5320433193774	DCA	70	87.1291588534012
100	0	81.2875458113229	0	81.2875458113229	DCA	280	79.1770845443016
114.285714285714	0	82.9485259884881	0	82.9485259884881	DCA	210	87.4904108890011
128.571428571429	0	83.1821821449424	0	83.1821821449424	DCA	210	87.7240670454555
142.857142857143	0	80.320165494244	0	80.320165494244	DCA	140	87.4312426617721
157.142857142857	0	82.1821455223354	0	82.1821455223354	DCA	280	80.0716842553141
171.428571428571	0	85.7594807810108	0	85.7594807810108	DCA	140	92.8705579485388
185.714285714286	0	83.8135809447781	0	83.8135809447781	DCA	70	89.4106964788019
200	0	81.9145952600174	0	81.9145952600174	DCA	140	89.0256724275455
214.285714285714	0	79.2190979676424	0	79.2190979676424	DCA	140	86.3301751351704
228.571428571429	0	78.4061120309545	0	78.4061120309545	DCA	70	84.0032275649783
242.857142857143	0	79.5759752380431	0	79.5759752380431	DCA	70	85.1730907720669
257.142857142857	0	79.7610341824687	0	79.7610341824687	DCA	140	86.8721113499968
271.428571428571	0	82.1205999636235	0	82.1205999636235	DCA	280	80.0101386966022
285.714285714286	0	85.1394710220845	0	85.1394710220845	DCA	210	89.6813559225976
300	0	87.0325649130958	0	87.0325649130958	DCA	140	94.1436420806239
314.285714285714	0	83.1996344751934	0	83.1996344751934	DCA	70	88.7967500092171
328.571428571429	0	85.1158758675371	0	85.1158758675371	DCA	0	85.1158758675371
342.857142857143	0	85.259653601186	0	85.259653601186	DCA	140	92.3707307687141
357.142857142857	0	81.8204018552305	0	81.8204018552305	DCA	0	81.8204018552305
371.428571428571	0	82.100779872876	0	82.100779872876	DCA	140	89.2118570404041
385.714285714286	0	79.0318141011727	0	79.0318141011727	DCA	210	83.5736990016857
400	0	83.1804286276216	0	83.1804286276216	DCA	210	87.7223135281346
414.285714285714	0	82.2413721026215	0	82.2413721026215	DCA	70	87.8384876366452
428.571428571429	0	85.1771146067074	0	85.1771146067074	DCA	140	92.2881917742355
442.857142857143	0	83.0520520173473	0	83.0520520173473	DCA	70	88.6491675513711
457.142857142857	0	87.6585465547575	0	87.6585465547575	DCA	210	92.2004314552706
471.428571428571	0	89.2084401726998	0	89.2084401726998	DCA	70	94.8055557067236
485.714285714286	0	86.8641025217385	0	86.8641025217385	DCA	140	93.9751796892666
500	0	84.3401788836819	0	84.3401788836819	DCA	140	91.45125605121
514.285714285714	0	80.6755512049855	24.6	105.275551204986	DCA	140	124.096228372514
528.571428571429	0	82.4581669474237	24.6	107.058166947424	DCA	210	129.164451847937
542.857142857143	0	80.9362357520257	24.6	105.536235752026	DCA	210	127.642520652539
557.142857142857	0	81.7207957397015	24.6	106.320795739701	DCA	70	117.772711273725
571.428571428571	0	79.447773149135	24.6	104.047773149135	DCA	210	126.154058049648
585.714285714286	0	79.7238412825364	24.6	104.323841282536	DCA	280	125.632580015515
600	0	81.7346348343117	24.6	106.334634834312	DCA	70	117.786550368335
614.285714285714	0	76.2200810893809	24.6	100.820081089381	DCA	0	100.820081089381
628.571428571429	0	80.5306525504655	24.6	105.130652550466	DCA	70	116.582568084489
642.857142857143	0	76.8652786271136	24.6	101.465278627114	DCA	210	123.571563527627
657.142857142857	0	81.2979346349369	24.6	105.897934634937	DCA	70	117.349850168961
671.428571428571	0	78.3897597352447	24.6	102.989759735245	DCA	280	124.298498468223
685.714285714286	0	79.8075239584234	24.6	104.407523958423	DCA	0	104.407523958423
700	0	84.0279954570569	24.6	108.627995457057	DCA	70	120.079910991081
714.285714285714	0	80.4114472929923	24.6	105.011447292992	DCA	280	126.320186025971
728.571428571429	0	82.4099850284435	24.6	107.009985028444	DCA	0	107.009985028444
742.857142857143	0	82.5494313304813	24.6	107.149431330481	DCA	140	125.970108498009
757.142857142857	0	81.0019475784646	24.6	105.601947578465	DCA	0	105.601947578465
771.428571428571	0	80.4676962464075	24.6	105.067696246407	DCA	280	126.376434979386
