x	y	variable1	Zona	ErrorConEfecto	Disenio	AsigTrat	MiRto
0	0	84.4000803615709	0	84.4000803615709	DCA	140	93.7392956957435
14.2857142857143	0	83.8183568767285	0	83.8183568767285	DCA	140	93.1575722109011
28.5714285714286	0	82.9978053635988	0	82.9978053635988	DCA	280	90.6937762402494
42.8571428571429	0	80.238762566485	0	80.238762566485	DCA	140	89.5779779006575
57.1428571428571	0	79.7970833723677	0	79.7970833723677	DCA	140	89.1362987065403
71.4285714285714	0	82.1723823389832	0	82.1723823389832	DCA	140	91.5115976731558
85.7142857142857	0	83.3019034336271	0	83.3019034336271	DCA	70	89.3443185746752
100	0	81.6262291800511	0	81.6262291800511	DCA	70	87.6686443210992
114.285714285714	0	82.1047412641419	0	82.1047412641419	DCA	140	91.4439565983144
128.571428571429	0	82.7221183060275	0	82.7221183060275	DCA	140	92.0613336402001
142.857142857143	0	83.971617591056	0	83.971617591056	DCA	70	90.0140327321041
157.142857142857	0	86.2588267680797	0	86.2588267680797	DCA	210	96.1492273474531
171.428571428571	0	86.1847199766253	0	86.1847199766253	DCA	70	92.2271351176734
185.714285714286	0	83.7635756908595	0	83.7635756908595	DCA	140	93.1027910250321
200	0	84.7612206957529	0	84.7612206957529	DCA	0	84.7612206957529
214.285714285714	0	84.2220660992925	0	84.2220660992925	DCA	210	94.112466678666
228.571428571429	0	83.0537617607528	0	83.0537617607528	DCA	70	89.0961769018009
242.857142857143	0	83.0082974564005	0	83.0082974564005	DCA	70	89.0507125974486
257.142857142857	0	79.4822845301474	0	79.4822845301474	DCA	210	89.3726851095208
271.428571428571	0	79.719849499571	0	79.719849499571	DCA	70	85.7622646406191
285.714285714286	0	81.3377764076976	0	81.3377764076976	DCA	280	89.0337472843483
300	0	78.5352760645017	0	78.5352760645017	DCA	280	86.2312469411523
314.285714285714	0	79.73190872063	0	79.73190872063	DCA	70	85.7743238616781
328.571428571429	0	81.2394497572944	0	81.2394497572944	DCA	140	90.5786650914669
342.857142857143	0	83.03228305371	0	83.03228305371	DCA	210	92.9226836330834
357.142857142857	0	81.1367588030868	0	81.1367588030868	DCA	0	81.1367588030868
371.428571428571	0	79.1290777396243	0	79.1290777396243	DCA	280	86.825048616275
385.714285714286	0	78.2743405929306	0	78.2743405929306	DCA	140	87.6135559271032
400	0	78.2719807303427	0	78.2719807303427	DCA	280	85.9679516069934
414.285714285714	0	79.3588587300673	0	79.3588587300673	DCA	70	85.4012738711154
428.571428571429	0	79.4684767565866	0	79.4684767565866	DCA	210	89.35887733596
442.857142857143	0	80.5929840851844	0	80.5929840851844	DCA	70	86.6353992262325
457.142857142857	0	80.1124767438979	0	80.1124767438979	DCA	140	89.4516920780704
471.428571428571	0	79.7847038978682	0	79.7847038978682	DCA	70	85.8271190389163
485.714285714286	0	80.4893425807427	0	80.4893425807427	DCA	210	90.3797431601161
500	0	76.9298411599308	0	76.9298411599308	DCA	70	82.9722563009789
514.285714285714	0	76.2315930719594	24.6	100.831593071959	DCA	210	128.286393651333
528.571428571429	0	79.0068249098724	24.6	103.606824909872	DCA	0	103.606824909872
542.857142857143	0	77.5597003674939	24.6	102.159700367494	DCA	70	114.056915508542
557.142857142857	0	75.7029875264389	24.6	100.302987526439	DCA	0	100.302987526439
571.428571428571	0	78.4100105297839	24.6	103.010010529784	DCA	0	103.010010529784
585.714285714286	0	77.5846335335523	24.6	102.184633533552	DCA	70	114.0818486746
600	0	80.7563550515767	24.6	105.356355051577	DCA	70	117.253570192625
614.285714285714	0	79.8293256298883	24.6	104.429325629888	DCA	280	135.544496506539
628.571428571429	0	81.1663617248113	24.6	105.766361724811	DCA	210	133.221162304185
642.857142857143	0	80.0640957980392	24.6	104.664095798039	DCA	280	135.77926667469
657.142857142857	0	80.7026049562998	24.6	105.3026049563	DCA	70	117.199820097348
671.428571428571	0	84.6872993150161	24.6	109.287299315016	DCA	0	109.287299315016
685.714285714286	0	81.4992179985979	24.6	106.099217998598	DCA	0	106.099217998598
700	0	84.7383532522738	24.6	109.338353252274	DCA	140	130.387168586446
714.285714285714	0	85.3129640276896	24.6	109.91296402769	DCA	0	109.91296402769
728.571428571429	0	84.031709048369	24.6	108.631709048369	DCA	210	136.086509627742
742.857142857143	0	84.1690953418868	24.6	108.769095341887	DCA	70	120.666310482935
757.142857142857	0	83.0979425399377	24.6	107.697942539938	DCA	280	138.813113416588
771.428571428571	0	82.3875993419658	24.6	106.987599341966	DCA	280	138.102770218616
785.714285714286	0	81.2074980701355	24.6	105.807498070136	DCA	280	136.922668946786
800	0	79.0562745821668	24.6	103.656274582167	DCA	210	131.11107516154
814.285714285714	0	78.7879009759058	24.6	103.387900975906	DCA	140	124.436716310078
828.571428571429	0	78.9511042059836	24.6	103.551104205984	DCA	0	103.551104205984
842.857142857143	0	82.8825124712301	24.6	107.48251247123	DCA	70	119.379727612278
857.142857142857	0	79.5279907576492	24.6	104.127990757649	DCA	280	135.2431616343
871.428571428571	0	81.440799682421	24.6	106.040799682421	DCA	280	137.155970559072
885.714285714286	0	81.5914082981114	24.6	106.191408298111	DCA	0	106.191408298111
900	0	80.1489720789505	24.6	104.748972078951	DCA	70	116.646187219999
914.285714285714	0	81.8901659212011	24.6	106.490165921201	DCA	140	127.538981255374
928.571428571429	0	77.9814414826422	24.6	102.581441482642	DCA	70	114.47865662369
942.857142857143	0	77.1188136106206	24.6	101.718813610621	DCA	0	101.718813610621
957.142857142857	0	79.1653051932981	24.6	103.765305193298	DCA	70	115.662520334346
971.428571428571	0	75.6456348528668	24.6	100.245634852867	DCA	140	121.294450187039
985.714285714286	0	77.551711218061	24.6	102.151711218061	DCA	70	114.048926359109
