x	y	variable1	Zona	ErrorConEfecto	Disenio	AsigTrat	MiRto
0	0	75.8884775461493	0	75.8884775461493	DCA	210	75.2734795688827
14.2857142857143	0	78.8756871075711	0	78.8756871075711	DCA	70	83.6949307182439
28.5714285714286	0	80.1852632574096	0	80.1852632574096	DCA	280	69.3167800815308
42.8571428571429	0	78.5680670462579	0	78.5680670462579	DCA	280	67.6995838703791
57.1428571428571	0	77.1862738943564	0	77.1862738943564	DCA	0	77.1862738943564
71.4285714285714	0	77.4532472454972	0	77.4532472454972	DCA	210	76.8382492682306
85.7142857142857	0	78.9862369794512	0	78.9862369794512	DCA	70	83.805480590124
100	0	81.0747505487548	0	81.0747505487548	DCA	0	81.0747505487548
114.285714285714	0	79.7638375723316	0	79.7638375723316	DCA	280	68.8953543964528
128.571428571429	0	79.4103213774707	0	79.4103213774707	DCA	70	84.2295649881435
142.857142857143	0	76.9689191605929	0	76.9689191605929	DCA	0	76.9689191605929
157.142857142857	0	80.7954871683285	0	80.7954871683285	DCA	280	69.9270039924497
171.428571428571	0	81.6764745991887	0	81.6764745991887	DCA	140	86.290718884106
185.714285714286	0	83.2845914459043	0	83.2845914459043	DCA	210	82.6695934686377
200	0	82.5368068129105	0	82.5368068129105	DCA	210	81.9218088356439
214.285714285714	0	79.0634944337149	0	79.0634944337149	DCA	0	79.0634944337149
228.571428571429	0	84.6809371143595	0	84.6809371143595	DCA	280	73.8124539384807
242.857142857143	0	82.3611573608327	0	82.3611573608327	DCA	210	81.7461593835662
257.142857142857	0	82.3431068191352	0	82.3431068191352	DCA	140	86.9573511040524
271.428571428571	0	81.7622682681937	0	81.7622682681937	DCA	70	86.5815118788665
285.714285714286	0	82.5071557432852	0	82.5071557432852	DCA	70	87.326399353958
300	0	83.9108118008191	0	83.9108118008191	DCA	0	83.9108118008191
314.285714285714	0	82.7164956475581	0	82.7164956475581	DCA	210	82.1014976702915
328.571428571429	0	82.2840044056929	0	82.2840044056929	DCA	140	86.8982486906101
342.857142857143	0	83.3170416108277	0	83.3170416108277	DCA	210	82.7020436335611
357.142857142857	0	82.6425753413272	0	82.6425753413272	DCA	210	82.0275773640606
371.428571428571	0	81.7306829115289	0	81.7306829115289	DCA	70	86.5499265222017
385.714285714286	0	82.7625082479321	0	82.7625082479321	DCA	140	87.3767525328494
400	0	84.9739372345845	0	84.9739372345845	DCA	140	89.5881815195018
414.285714285714	0	83.8953664461883	0	83.8953664461883	DCA	0	83.8953664461883
428.571428571429	0	84.7462672589121	0	84.7462672589121	DCA	0	84.7462672589121
442.857142857143	0	82.2217960295474	0	82.2217960295474	DCA	0	82.2217960295474
457.142857142857	0	78.094316463004	0	78.094316463004	DCA	210	77.4793184857374
471.428571428571	0	79.2943570751128	0	79.2943570751128	DCA	140	83.9086013600301
485.714285714286	0	80.0217421402116	0	80.0217421402116	DCA	0	80.0217421402116
500	0	77.2510210171127	0	77.2510210171127	DCA	280	66.3825378412339
514.285714285714	0	79.0551674848126	24.6	103.655167484813	DCA	280	116.205884308934
528.571428571429	0	81.589347038035	24.6	106.189347038035	DCA	280	118.740063862156
542.857142857143	0	83.6108047231555	24.6	108.210804723155	DCA	0	108.210804723155
557.142857142857	0	79.7801929018703	24.6	104.38019290187	DCA	140	120.704037186788
571.428571428571	0	78.1790260809274	24.6	102.779026080927	DCA	210	119.728428103661
585.714285714286	0	78.1409868796276	24.6	102.740986879628	DCA	140	119.064831164545
600	0	77.2838828170757	24.6	101.883882817076	DCA	0	101.883882817076
614.285714285714	0	78.9758473757668	24.6	103.575847375767	DCA	70	114.24989098644
628.571428571429	0	81.9498577401581	24.6	106.549857740158	DCA	0	106.549857740158
642.857142857143	0	82.838720177292	24.6	107.438720177292	DCA	210	124.388122200025
657.142857142857	0	78.8518682842961	24.6	103.451868284296	DCA	280	116.002585108417
671.428571428571	0	81.0642639885696	24.6	105.66426398857	DCA	70	116.338307599242
685.714285714286	0	78.6882776850029	24.6	103.288277685003	DCA	280	115.838994509124
700	0	80.1452048088798	24.6	104.74520480888	DCA	70	115.419248419553
714.285714285714	0	83.2065786680561	24.6	107.806578668056	DCA	0	107.806578668056
728.571428571429	0	84.9598006309436	24.6	109.559800630944	DCA	210	126.509202653677
742.857142857143	0	81.8938853505278	24.6	106.493885350528	DCA	280	119.044602174649
757.142857142857	0	81.8268163509312	24.6	106.426816350931	DCA	0	106.426816350931
771.428571428571	0	82.517941862257	24.6	107.117941862257	DCA	280	119.668658686378
785.714285714286	0	83.1589249692531	24.6	107.758924969253	DCA	210	124.708326991986
800	0	83.794327779771	24.6	108.394327779771	DCA	280	120.945044603892
814.285714285714	0	85.5803508307592	24.6	110.180350830759	DCA	280	122.73106765488
828.571428571429	0	83.3051647314885	24.6	107.905164731488	DCA	280	120.45588155561
842.857142857143	0	83.1066435924865	24.6	107.706643592486	DCA	140	124.030487877404
857.142857142857	0	82.3276669700291	24.6	106.927666970029	DCA	0	106.927666970029
871.428571428571	0	82.8284438606485	24.6	107.428443860648	DCA	0	107.428443860648
885.714285714286	0	82.3125008726859	24.6	106.912500872686	DCA	140	123.236345157603
900	0	78.3050235398792	24.6	102.905023539879	DCA	70	113.579067150552
914.285714285714	0	80.6764715244701	24.6	105.27647152447	DCA	280	117.827188348591
928.571428571429	0	78.9579140835444	24.6	103.557914083544	DCA	210	120.507316106278
942.857142857143	0	78.6595539616452	24.6	103.259553961645	DCA	280	115.810270785766
957.142857142857	0	80.9987757774591	24.6	105.598775777459	DCA	0	105.598775777459
971.428571428571	0	78.019406507892	24.6	102.619406507892	DCA	0	102.619406507892
985.714285714286	0	78.2935178106956	24.6	102.893517810696	DCA	0	102.893517810696
1000	0	79.1916419320527	24.6	103.791641932053	DCA	140	120.11548621697
0	33.3333333333333	77.3499265403419	0	77.3499265403419	DCA	140	81.9641708252592
14.2857142857143	33.3333333333333	75.84124077069	0	75.84124077069	DCA	0	75.84124077069
28.5714285714286	33.3333333333333	73.8267539462057	0	73.8267539462057	DCA	280	62.9582707703269
42.8571428571429	33.3333333333333	78.5685526758316	0	78.5685526758316	DCA	70	83.3877962865044
57.1428571428571	33.3333333333333	76.7141146023224	0	76.7141146023224	DCA	280	65.8456314264436
71.4285714285714	33.3333333333333	75.6313492174549	0	75.6313492174549	DCA	280	64.7628660415761
85.7142857142857	33.3333333333333	77.7723244177778	0	77.7723244177778	DCA	70	82.5915680284506
100	33.3333333333333	75.3147449210849	0	75.3147449210849	DCA	0	75.3147449210849
114.285714285714	33.3333333333333	81.0380843580692	0	81.0380843580692	DCA	140	85.6523286429865
128.571428571429	33.3333333333333	82.2286117631325	0	82.2286117631325	DCA	70	87.0478553738053
142.857142857143	33.3333333333333	81.9956630199808	0	81.9956630199808	DCA	140	86.6099073048981
157.142857142857	33.3333333333333	81.4049960702434	0	81.4049960702434	DCA	210	80.7899980929768
171.428571428571	33.3333333333333	80.3832378140876	0	80.3832378140876	DCA	210	79.768239836821
185.714285714286	33.3333333333333	83.5437646628153	0	83.5437646628153	DCA	210	82.9287666855488
200	33.3333333333333	81.0203433281606	0	81.0203433281606	DCA	210	80.405345350894
214.285714285714	33.3333333333333	85.6178524829699	0	85.6178524829699	DCA	70	90.4370960936427
228.571428571429	33.3333333333333	82.4216144058516	0	82.4216144058516	DCA	210	81.806616428585
242.857142857143	33.3333333333333	83.2505504143639	0	83.2505504143639	DCA	140	87.8647946992812
257.142857142857	33.3333333333333	81.8834644403716	0	81.8834644403716	DCA	210	81.268466463105
271.428571428571	33.3333333333333	83.0643048762503	0	83.0643048762503	DCA	140	87.6785491611676
285.714285714286	33.3333333333333	86.3477911870798	0	86.3477911870798	DCA	210	85.7327932098132
300	33.3333333333333	86.85174264952	0	86.85174264952	DCA	70	91.6709862601928
314.285714285714	33.3333333333333	85.6987347549192	0	85.6987347549192	DCA	70	90.517978365592
328.571428571429	33.3333333333333	85.131145505877	0	85.131145505877	DCA	280	74.2626623299982
342.857142857143	33.3333333333333	86.8275798121765	0	86.8275798121765	DCA	210	86.2125818349099
357.142857142857	33.3333333333333	81.3507947460982	0	81.3507947460982	DCA	70	86.170038356771
371.428571428571	33.3333333333333	84.0123096357196	0	84.0123096357196	DCA	0	84.0123096357196
385.714285714286	33.3333333333333	83.4530643714267	0	83.4530643714267	DCA	140	88.0673086563439
400	33.3333333333333	83.2624168242032	0	83.2624168242032	DCA	0	83.2624168242032
414.285714285714	33.3333333333333	82.3503932871661	0	82.3503932871661	DCA	140	86.9646375720834
428.571428571429	33.3333333333333	82.8246523707375	0	82.8246523707375	DCA	140	87.4388966556548
442.857142857143	33.3333333333333	84.519895192846	0	84.519895192846	DCA	140	89.1341394777633
457.142857142857	33.3333333333333	83.3458738985848	0	83.3458738985848	DCA	0	83.3458738985848
471.428571428571	33.3333333333333	77.0331976145218	0	77.0331976145218	DCA	280	66.164714438643
485.714285714286	33.3333333333333	78.1378893340033	0	78.1378893340033	DCA	280	67.2694061581245
500	33.3333333333333	77.1426092217601	0	77.1426092217601	DCA	210	76.5276112444935
514.285714285714	33.3333333333333	80.3620189115238	24.6	104.962018911524	DCA	70	115.636062522197
528.571428571429	33.3333333333333	80.9961738820571	24.6	105.596173882057	DCA	140	121.920018166974
542.857142857143	33.3333333333333	81.9059300505376	24.6	106.505930050538	DCA	70	117.17997366121
557.142857142857	33.3333333333333	77.8507952011385	24.6	102.450795201138	DCA	280	115.00151202526
571.428571428571	33.3333333333333	79.3189626458688	24.6	103.918962645869	DCA	210	120.868364668602
585.714285714286	33.3333333333333	77.5695493512042	24.6	102.169549351204	DCA	70	112.843592961877
600	33.3333333333333	78.7144475451438	24.6	103.314447545144	DCA	280	115.865164369265
614.285714285714	33.3333333333333	81.2494034525003	24.6	105.8494034525	DCA	70	116.523447063173
628.571428571429	33.3333333333333	79.4918606097123	24.6	104.091860609712	DCA	210	121.041262632446
642.857142857143	33.3333333333333	81.5999911016903	24.6	106.19999110169	DCA	0	106.19999110169
657.142857142857	33.3333333333333	79.9817773686766	24.6	104.581777368677	DCA	280	117.132494192798
671.428571428571	33.3333333333333	82.2640305506963	24.6	106.864030550696	DCA	70	117.538074161369
685.714285714286	33.3333333333333	85.0875131392748	24.6	109.687513139275	DCA	70	120.361556749948
