x	y	variable1	Zona	ErrorConEfecto	Disenio	AsigTrat	MiRto
0	0	82.648396622351	0	82.648396622351	DCA	140	94.1810852647339
14.2857142857143	0	82.4016876177264	0	82.4016876177264	DCA	70	89.4152643355131
28.5714285714286	0	80.9658901802377	0	80.9658901802377	DCA	0	80.9658901802377
42.8571428571429	0	81.476578701529	0	81.476578701529	DCA	70	88.4901554193156
57.1428571428571	0	82.1507788671456	0	82.1507788671456	DCA	280	95.2382969791495
71.4285714285714	0	81.5338158198152	0	81.5338158198152	DCA	140	93.0665044621981
85.7142857142857	0	82.1687634870941	0	82.1687634870941	DCA	70	89.1823402048808
100	0	83.0361396432101	0	83.0361396432101	DCA	210	96.5934754169987
114.285714285714	0	80.9625267286463	0	80.9625267286463	DCA	140	92.4952153710292
128.571428571429	0	79.2319789504834	0	79.2319789504834	DCA	140	90.7646675928662
142.857142857143	0	81.2400676431308	0	81.2400676431308	DCA	280	94.3275857551348
157.142857142857	0	75.1577777576348	0	75.1577777576348	DCA	280	88.2452958696388
171.428571428571	0	80.6828774966329	0	80.6828774966329	DCA	70	87.6964542144196
185.714285714286	0	77.4578960063276	0	77.4578960063276	DCA	280	90.5454141183316
200	0	78.6795752585914	0	78.6795752585914	DCA	280	91.7670933705953
214.285714285714	0	78.7959444844758	0	78.7959444844758	DCA	140	90.3286331268586
228.571428571429	0	79.093225656548	0	79.093225656548	DCA	210	92.6505614303366
242.857142857143	0	78.3366399894644	0	78.3366399894644	DCA	210	91.893975763253
257.142857142857	0	80.1865608903808	0	80.1865608903808	DCA	0	80.1865608903808
271.428571428571	0	79.6326796124267	0	79.6326796124267	DCA	0	79.6326796124267
285.714285714286	0	78.7448988843446	0	78.7448988843446	DCA	0	78.7448988843446
300	0	76.3853552173522	0	76.3853552173522	DCA	280	89.4728733293561
314.285714285714	0	81.2591615455856	0	81.2591615455856	DCA	70	88.2727382633722
328.571428571429	0	81.7348763194947	0	81.7348763194947	DCA	140	93.2675649618775
342.857142857143	0	78.4233635068019	0	78.4233635068019	DCA	280	91.5108816188058
357.142857142857	0	76.8064018858953	0	76.8064018858953	DCA	70	83.8199786036819
371.428571428571	0	80.8275373922368	0	80.8275373922368	DCA	140	92.3602260346197
385.714285714286	0	79.5321442358634	0	79.5321442358634	DCA	140	91.0648328782463
400	0	78.6555526654702	0	78.6555526654702	DCA	140	90.188241307853
414.285714285714	0	78.8848540679884	0	78.8848540679884	DCA	0	78.8848540679884
428.571428571429	0	81.3726320182024	0	81.3726320182024	DCA	210	94.9299677919911
442.857142857143	0	76.6593658733256	0	76.6593658733256	DCA	140	88.1920545157085
457.142857142857	0	77.3850315335867	0	77.3850315335867	DCA	280	90.4725496455906
471.428571428571	0	76.8800513434408	0	76.8800513434408	DCA	210	90.4373871172294
485.714285714286	0	79.786122141208	0	79.786122141208	DCA	0	79.786122141208
500	0	79.1275925031146	0	79.1275925031146	DCA	70	86.1411692209013
514.285714285714	0	81.2628600690501	24.6	105.86286006905	DCA	0	105.86286006905
528.571428571429	0	81.2788113441081	24.6	105.878811344108	DCA	70	118.747188061895
542.857142857143	0	82.6019146913255	24.6	107.201914691325	DCA	140	130.444203333708
557.142857142857	0	81.0748236716885	24.6	105.674823671689	DCA	0	105.674823671689
571.428571428571	0	79.5274034617015	24.6	104.127403461701	DCA	140	127.369692104084
585.714285714286	0	75.7351285481666	24.6	100.335128548167	DCA	210	131.456864321955
600	0	75.9334299320607	24.6	100.533429932061	DCA	280	137.040148044065
614.285714285714	0	73.2800874157553	24.6	97.8800874157553	DCA	210	129.001823189544
628.571428571429	0	75.8546709002425	24.6	100.454670900242	DCA	70	113.323047618029
642.857142857143	0	76.4850844699329	24.6	101.085084469933	DCA	210	132.206820243721
657.142857142857	0	76.558988421193	24.6	101.158988421193	DCA	0	101.158988421193
671.428571428571	0	74.6706718540886	24.6	99.2706718540886	DCA	0	99.2706718540886
685.714285714286	0	74.3598170901802	24.6	98.9598170901802	DCA	140	122.202105732563
700	0	79.7371317559588	24.6	104.337131755959	DCA	210	135.458867529747
714.285714285714	0	77.4867160638814	24.6	102.086716063881	DCA	210	133.20845183767
