x	y	variable1	Zona	ErrorConEfecto	Disenio	Bloque	AsigTrat	MiRto
0	666.666666666667	83.2263909639328	0	83.2263909639328	DBCA	1_1	140	90.3338720328485
0	700	76.3277332193219	0	76.3277332193219	DBCA	1_1	280	71.8226879428083
0	733.333333333333	78.0186171773908	0	78.0186171773908	DBCA	1_1	210	81.659836000385
0	766.666666666667	79.3848393717293	0	79.3848393717293	DBCA	1_1	70	85.2785808329803
0	800	73.524834786662	0	73.524834786662	DBCA	1_1	0	73.524834786662
0	833.333333333333	71.7800283646212	0	71.7800283646212	DBCA	1_2	210	75.4212471876154
0	866.666666666667	76.2174404977797	0	76.2174404977797	DBCA	1_2	0	76.2174404977797
0	900	80.5655403784071	0	80.5655403784071	DBCA	1_2	280	76.0604951018936
0	933.333333333333	79.692701976145	0	79.692701976145	DBCA	1_2	140	86.8001830450607
0	966.666666666667	80.2945984641771	0	80.2945984641771	DBCA	1_2	70	86.1883399254281
128.571428571429	666.666666666667	73.3023669415232	0	73.3023669415232	DBCA	10_1	140	80.4098480104389
128.571428571429	700	77.0280449056945	0	77.0280449056945	DBCA	10_1	280	72.5229996291809
128.571428571429	733.333333333333	82.0588546114086	0	82.0588546114086	DBCA	10_1	70	87.9525960726596
128.571428571429	766.666666666667	81.4067859393153	0	81.4067859393153	DBCA	10_1	0	81.4067859393153
128.571428571429	800	82.7977606736934	0	82.7977606736934	DBCA	10_1	210	86.4389794966876
128.571428571429	833.333333333333	82.9912803785438	0	82.9912803785438	DBCA	10_2	210	86.6324992015379
128.571428571429	866.666666666667	87.2836732932993	0	87.2836732932993	DBCA	10_2	280	82.7786280167858
128.571428571429	900	83.7951332857472	0	83.7951332857472	DBCA	10_2	0	83.7951332857472
128.571428571429	933.333333333333	78.0731870595273	0	78.0731870595273	DBCA	10_2	70	83.9669285207783
128.571428571429	966.666666666667	82.3023669445601	0	82.3023669445601	DBCA	10_2	140	89.4098480134758
142.857142857143	666.666666666667	71.8696052870702	0	71.8696052870702	DBCA	11_1	210	75.5108241100643
142.857142857143	700	79.4525956864462	0	79.4525956864462	DBCA	11_1	0	79.4525956864462
142.857142857143	733.333333333333	79.317927373869	0	79.317927373869	DBCA	11_1	140	86.4254084427847
142.857142857143	766.666666666667	81.4030716313546	0	81.4030716313546	DBCA	11_1	280	76.898026354841
142.857142857143	800	85.2855855996189	0	85.2855855996189	DBCA	11_1	70	91.1793270608698
142.857142857143	833.333333333333	83.8274946559047	0	83.8274946559047	DBCA	11_2	280	79.3224493793912
142.857142857143	866.666666666667	84.5571896413729	0	84.5571896413729	DBCA	11_2	210	88.198408464367
142.857142857143	900	76.7419150570949	0	76.7419150570949	DBCA	11_2	140	83.8493961260105
142.857142857143	933.333333333333	81.3377486414029	0	81.3377486414029	DBCA	11_2	0	81.3377486414029
142.857142857143	966.666666666667	80.9575981699981	0	80.9575981699981	DBCA	11_2	70	86.8513396312491
157.142857142857	666.666666666667	77.3441392739948	0	77.3441392739948	DBCA	12_1	0	77.3441392739948
157.142857142857	700	77.3560974875303	0	77.3560974875303	DBCA	12_1	210	80.9973163105245
157.142857142857	733.333333333333	78.2831426489105	0	78.2831426489105	DBCA	12_1	140	85.3906237178261
157.142857142857	766.666666666667	77.7911293224888	0	77.7911293224888	DBCA	12_1	70	83.6848707837397
157.142857142857	800	82.2409213944635	0	82.2409213944635	DBCA	12_1	280	77.7358761179499
157.142857142857	833.333333333333	83.3154050195316	0	83.3154050195316	DBCA	12_2	210	86.9566238425257
157.142857142857	866.666666666667	88.0702758399501	0	88.0702758399501	DBCA	12_2	0	88.0702758399501
157.142857142857	900	82.6342402669887	0	82.6342402669887	DBCA	12_2	280	78.1291949904751
157.142857142857	933.333333333333	83.6747650169315	0	83.6747650169315	DBCA	12_2	70	89.5685064781825
157.142857142857	966.666666666667	82.8297064014589	0	82.8297064014589	DBCA	12_2	140	89.9371874703746
171.428571428571	666.666666666667	73.5175570772495	0	73.5175570772495	DBCA	13_1	70	79.4112985385004
171.428571428571	700	77.2669406889871	0	77.2669406889871	DBCA	13_1	140	84.3744217579028
171.428571428571	733.333333333333	75.382098805001	0	75.382098805001	DBCA	13_1	0	75.382098805001
171.428571428571	766.666666666667	77.4462118759455	0	77.4462118759455	DBCA	13_1	280	72.941166599432
171.428571428571	800	80.2508224022325	0	80.2508224022325	DBCA	13_1	210	83.8920412252266
171.428571428571	833.333333333333	78.0168418225292	0	78.0168418225292	DBCA	13_2	280	73.5117965460156
171.428571428571	866.666666666667	85.6920722812788	0	85.6920722812788	DBCA	13_2	140	92.7995533501944
171.428571428571	900	82.7328642350739	0	82.7328642350739	DBCA	13_2	0	82.7328642350739
171.428571428571	933.333333333333	81.7922868289117	0	81.7922868289117	DBCA	13_2	210	85.4335056519059
171.428571428571	966.666666666667	80.3534475218715	0	80.3534475218715	DBCA	13_2	70	86.2471889831224
185.714285714286	666.666666666667	72.9996594403389	0	72.9996594403389	DBCA	14_1	140	80.1071405092546
185.714285714286	700	78.0177192677044	0	78.0177192677044	DBCA	14_1	0	78.0177192677044
185.714285714286	733.333333333333	76.7095826165231	0	76.7095826165231	DBCA	14_1	280	72.2045373400096
185.714285714286	766.666666666667	75.972815233903	0	75.972815233903	DBCA	14_1	210	79.6140340568971
185.714285714286	800	83.0958485195315	0	83.0958485195315	DBCA	14_1	70	88.9895899807824
185.714285714286	833.333333333333	80.3730978591297	0	80.3730978591297	DBCA	14_2	210	84.0143166821238
185.714285714286	866.666666666667	84.4127476529102	0	84.4127476529102	DBCA	14_2	0	84.4127476529102
185.714285714286	900	82.7553554574465	0	82.7553554574465	DBCA	14_2	280	78.2503101809329
185.714285714286	933.333333333333	79.8523566155357	0	79.8523566155357	DBCA	14_2	140	86.9598376844514
185.714285714286	966.666666666667	79.5601496795017	0	79.5601496795017	DBCA	14_2	70	85.4538911407527
200	666.666666666667	76.1193899760323	0	76.1193899760323	DBCA	15_1	70	82.0131314372833
200	700	74.3767709639258	0	74.3767709639258	DBCA	15_1	140	81.4842520328415
200	733.333333333333	75.7259037400501	0	75.7259037400501	DBCA	15_1	210	79.3671225630443
200	766.666666666667	79.6167340258566	0	79.6167340258566	DBCA	15_1	0	79.6167340258566
200	800	81.3342370066332	0	81.3342370066332	DBCA	15_1	280	76.8291917301197
200	833.333333333333	81.531113648611	0	81.531113648611	DBCA	15_2	140	88.6385947175267
200	866.666666666667	82.5880781939937	0	82.5880781939937	DBCA	15_2	280	78.0830329174801
200	900	80.9180437307933	0	80.9180437307933	DBCA	15_2	70	86.8117851920443
200	933.333333333333	79.5712775134329	0	79.5712775134329	DBCA	15_2	0	79.5712775134329
200	966.666666666667	77.8626859087328	0	77.8626859087328	DBCA	15_2	210	81.503904731727
214.285714285714	666.666666666667	74.3834105935463	0	74.3834105935463	DBCA	16_1	280	69.8783653170327
214.285714285714	700	74.113374645845	0	74.113374645845	DBCA	16_1	140	81.2208557147607
214.285714285714	733.333333333333	75.6652880791139	0	75.6652880791139	DBCA	16_1	70	81.5590295403648
214.285714285714	766.666666666667	84.8485037643895	0	84.8485037643895	DBCA	16_1	0	84.8485037643895
214.285714285714	800	79.9543229771326	0	79.9543229771326	DBCA	16_1	210	83.5955418001268
214.285714285714	833.333333333333	80.699490091043	0	80.699490091043	DBCA	16_2	0	80.699490091043
214.285714285714	866.666666666667	81.2098683102575	0	81.2098683102575	DBCA	16_2	70	87.1036097715085
214.285714285714	900	80.7309504311892	0	80.7309504311892	DBCA	16_2	210	84.3721692541833
214.285714285714	933.333333333333	80.3266072822769	0	80.3266072822769	DBCA	16_2	280	75.8215620057633
214.285714285714	966.666666666667	80.0332154733475	0	80.0332154733475	DBCA	16_2	140	87.1406965422632
228.571428571429	666.666666666667	77.6523640083202	0	77.6523640083202	DBCA	17_1	210	81.2935828313144
228.571428571429	700	76.2082722005155	0	76.2082722005155	DBCA	17_1	0	76.2082722005155
228.571428571429	733.333333333333	76.8190904536949	0	76.8190904536949	DBCA	17_1	140	83.9265715226106
228.571428571429	766.666666666667	80.0469665469462	0	80.0469665469462	DBCA	17_1	280	75.5419212704326
228.571428571429	800	77.4754351067955	0	77.4754351067955	DBCA	17_1	70	83.3691765680464
228.571428571429	833.333333333333	77.9513300711375	0	77.9513300711375	DBCA	17_2	70	83.8450715323884
228.571428571429	866.666666666667	79.8133350530635	0	79.8133350530635	DBCA	17_2	280	75.3082897765499
228.571428571429	900	78.0665118355042	0	78.0665118355042	DBCA	17_2	140	85.1739929044199
228.571428571429	933.333333333333	79.2778563679223	0	79.2778563679223	DBCA	17_2	0	79.2778563679223
228.571428571429	966.666666666667	84.3433543834032	0	84.3433543834032	DBCA	17_2	210	87.9845732063974
242.857142857143	666.666666666667	78.2740193842753	0	78.2740193842753	DBCA	18_1	280	73.7689741077618
242.857142857143	700	78.3748346766844	0	78.3748346766844	DBCA	18_1	210	82.0160534996786
242.857142857143	733.333333333333	77.4852387822659	0	77.4852387822659	DBCA	18_1	140	84.5927198511816
242.857142857143	766.666666666667	80.1239875861365	0	80.1239875861365	DBCA	18_1	70	86.0177290473874
242.857142857143	800	77.6461939983177	0	77.6461939983177	DBCA	18_1	0	77.6461939983177
242.857142857143	833.333333333333	74.3806809350333	0	74.3806809350333	DBCA	18_2	140	81.488162003949
242.857142857143	866.666666666667	76.0035563409434	0	76.0035563409434	DBCA	18_2	0	76.0035563409434
242.857142857143	900	78.8164289741849	0	78.8164289741849	DBCA	18_2	70	84.7101704354359
242.857142857143	933.333333333333	78.483114437308	0	78.483114437308	DBCA	18_2	280	73.9780691607945
242.857142857143	966.666666666667	79.7139328496353	0	79.7139328496353	DBCA	18_2	210	83.3551516726295
257.142857142857	666.666666666667	75.8400730848875	0	75.8400730848875	DBCA	19_1	0	75.8400730848875
257.142857142857	700	78.325507004423	0	78.325507004423	DBCA	19_1	140	85.4329880733387
257.142857142857	733.333333333333	78.0528240083758	0	78.0528240083758	DBCA	19_1	70	83.9465654696268
257.142857142857	766.666666666667	78.1246550272604	0	78.1246550272604	DBCA	19_1	210	81.7658738502545
257.142857142857	800	78.760548577371	0	78.760548577371	DBCA	19_1	280	74.2555033008575
257.142857142857	833.333333333333	72.5837935910252	0	72.5837935910252	DBCA	19_2	280	68.0787483145116
257.142857142857	866.666666666667	75.5435847957832	0	75.5435847957832	DBCA	19_2	70	81.4373262570342
257.142857142857	900	76.3059419784824	0	76.3059419784824	DBCA	19_2	210	79.9471608014766
257.142857142857	933.333333333333	81.0077885567576	0	81.0077885567576	DBCA	19_2	0	81.0077885567576
257.142857142857	966.666666666667	81.4036514044816	0	81.4036514044816	DBCA	19_2	140	88.5111324733973
14.2857142857143	666.666666666667	79.7821518196957	0	79.7821518196957	DBCA	2_1	280	75.2771065431821
14.2857142857143	700	76.2035013909393	0	76.2035013909393	DBCA	2_1	140	83.310982459855
14.2857142857143	733.333333333333	79.3677530403544	0	79.3677530403544	DBCA	2_1	70	85.2614945016053
14.2857142857143	766.666666666667	79.7227348734424	0	79.7227348734424	DBCA	2_1	210	83.3639536964366
14.2857142857143	800	75.3117693510816	0	75.3117693510816	DBCA	2_1	0	75.3117693510816
14.2857142857143	833.333333333333	74.1277269346189	0	74.1277269346189	DBCA	2_2	70	80.0214683958699
14.2857142857143	866.666666666667	71.8889926733151	0	71.8889926733151	DBCA	2_2	140	78.9964737422308
14.2857142857143	900	78.7065295230324	0	78.7065295230324	DBCA	2_2	280	74.2014842465188
14.2857142857143	933.333333333333	82.7051212821587	0	82.7051212821587	DBCA	2_2	0	82.7051212821587
14.2857142857143	966.666666666667	80.9128327570868	0	80.9128327570868	DBCA	2_2	210	84.5540515800809
271.428571428571	666.666666666667	80.0926125118777	0	80.0926125118777	DBCA	20_1	210	83.7338313348719
271.428571428571	700	79.3272286805161	0	79.3272286805161	DBCA	20_1	70	85.2209701417671
271.428571428571	733.333333333333	81.2968720199503	0	81.2968720199503	DBCA	20_1	280	76.7918267434367
271.428571428571	766.666666666667	80.2629906891822	0	80.2629906891822	DBCA	20_1	140	87.3704717580979
271.428571428571	800	77.4496317571175	0	77.4496317571175	DBCA	20_1	0	77.4496317571175
271.428571428571	833.333333333333	75.9945059362619	0	75.9945059362619	DBCA	20_2	0	75.9945059362619
271.428571428571	866.666666666667	75.8481873967026	0	75.8481873967026	DBCA	20_2	280	71.343142120189
271.428571428571	900	80.2420879923641	0	80.2420879923641	DBCA	20_2	70	86.135829453615
271.428571428571	933.333333333333	78.4300926839643	0	78.4300926839643	DBCA	20_2	140	85.53757375288
271.428571428571	966.666666666667	81.4506144947086	0	81.4506144947086	DBCA	20_2	210	85.0918333177028
285.714285714286	666.666666666667	76.3743995829708	0	76.3743995829708	DBCA	21_1	280	71.8693543064572
285.714285714286	700	80.8263846829291	0	80.8263846829291	DBCA	21_1	0	80.8263846829291
285.714285714286	733.333333333333	79.1791858563637	0	79.1791858563637	DBCA	21_1	210	82.8204046793578
285.714285714286	766.666666666667	78.3998794368874	0	78.3998794368874	DBCA	21_1	140	85.5073605058031
285.714285714286	800	76.9542898007155	0	76.9542898007155	DBCA	21_1	70	82.8480312619664
285.714285714286	833.333333333333	76.2454447681599	0	76.2454447681599	DBCA	21_2	0	76.2454447681599
285.714285714286	866.666666666667	77.9223513358418	0	77.9223513358418	DBCA	21_2	140	85.0298324047574
285.714285714286	900	77.4665660317145	0	77.4665660317145	DBCA	21_2	70	83.3603074929655
285.714285714286	933.333333333333	77.8110971142727	0	77.8110971142727	DBCA	21_2	210	81.4523159372669
285.714285714286	966.666666666667	80.012692483335	0	80.012692483335	DBCA	21_2	280	75.5076472068214
300	666.666666666667	77.2245695280286	0	77.2245695280286	DBCA	22_1	0	77.2245695280286
300	700	81.0337247654324	0	81.0337247654324	DBCA	22_1	280	76.5286794889188
300	733.333333333333	79.8668761708132	0	79.8668761708132	DBCA	22_1	70	85.7606176320642
300	766.666666666667	79.1372787059059	0	79.1372787059059	DBCA	22_1	210	82.7784975289001
300	800	77.9874572860588	0	77.9874572860588	DBCA	22_1	140	85.0949383549745
300	833.333333333333	78.0906763910361	0	78.0906763910361	DBCA	22_2	0	78.0906763910361
300	866.666666666667	77.1879763188876	0	77.1879763188876	DBCA	22_2	70	83.0817177801385
300	900	80.7084572306015	0	80.7084572306015	DBCA	22_2	140	87.8159382995171
300	933.333333333333	79.7445936027256	0	79.7445936027256	DBCA	22_2	210	83.3858124257197
300	966.666666666667	77.6506510481221	0	77.6506510481221	DBCA	22_2	280	73.1456057716085
314.285714285714	666.666666666667	79.9371848447584	0	79.9371848447584	DBCA	23_1	140	87.0446659136741
314.285714285714	700	78.3623581410946	0	78.3623581410946	DBCA	23_1	210	82.0035769640888
314.285714285714	733.333333333333	79.1424899055359	0	79.1424899055359	DBCA	23_1	280	74.6374446290223
314.285714285714	766.666666666667	79.6452157270903	0	79.6452157270903	DBCA	23_1	70	85.5389571883413
314.285714285714	800	75.9044104740965	0	75.9044104740965	DBCA	23_1	0	75.9044104740965
314.285714285714	833.333333333333	76.4642272830475	0	76.4642272830475	DBCA	23_2	0	76.4642272830475
314.285714285714	866.666666666667	79.8999868523676	0	79.8999868523676	DBCA	23_2	140	87.0074679212833
314.285714285714	900	78.7777353327438	0	78.7777353327438	DBCA	23_2	70	84.6714767939947
314.285714285714	933.333333333333	80.5595963291838	0	80.5595963291838	DBCA	23_2	280	76.0545510526702
314.285714285714	966.666666666667	78.5207578953219	0	78.5207578953219	DBCA	23_2	210	82.1619767183161
328.571428571429	666.666666666667	74.1040967987163	0	74.1040967987163	DBCA	24_1	280	69.5990515222027
328.571428571429	700	76.6064602237616	0	76.6064602237616	DBCA	24_1	70	82.5002016850126
328.571428571429	733.333333333333	78.974279729594	0	78.974279729594	DBCA	24_1	140	86.0817607985097
328.571428571429	766.666666666667	82.0738895125535	0	82.0738895125535	DBCA	24_1	210	85.7151083355477
328.571428571429	800	79.0015253969543	0	79.0015253969543	DBCA	24_1	0	79.0015253969543
328.571428571429	833.333333333333	78.4341931926528	0	78.4341931926528	DBCA	24_2	70	84.3279346539038
328.571428571429	866.666666666667	78.0244723025169	0	78.0244723025169	DBCA	24_2	280	73.5194270260034
328.571428571429	900	79.9820425821161	0	79.9820425821161	DBCA	24_2	0	79.9820425821161
328.571428571429	933.333333333333	84.3473157340187	0	84.3473157340187	DBCA	24_2	140	91.4547968029344
328.571428571429	966.666666666667	77.3761861385571	0	77.3761861385571	DBCA	24_2	210	81.0174049615512
342.857142857143	666.666666666667	73.1621119449956	0	73.1621119449956	DBCA	25_1	0	73.1621119449956
342.857142857143	700	77.2988470106008	0	77.2988470106008	DBCA	25_1	140	84.4063280795164
342.857142857143	733.333333333333	77.4302381849683	0	77.4302381849683	DBCA	25_1	280	72.9251929084547
342.857142857143	766.666666666667	79.5324467176626	0	79.5324467176626	DBCA	25_1	210	83.1736655406568
342.857142857143	800	80.2623385545116	0	80.2623385545116	DBCA	25_1	70	86.1560800157625
342.857142857143	833.333333333333	78.4353099951052	0	78.4353099951052	DBCA	25_2	140	85.5427910640209
342.857142857143	866.666666666667	80.870526003019	0	80.870526003019	DBCA	25_2	0	80.870526003019
342.857142857143	900	81.3107095663005	0	81.3107095663005	DBCA	25_2	70	87.2044510275514
342.857142857143	933.333333333333	85.7684347269104	0	85.7684347269104	DBCA	25_2	280	81.2633894503968
342.857142857143	966.666666666667	80.0307533427145	0	80.0307533427145	DBCA	25_2	210	83.6719721657087
357.142857142857	666.666666666667	74.8806335125535	0	74.8806335125535	DBCA	26_1	210	78.5218523355476
357.142857142857	700	76.9854508429789	0	76.9854508429789	DBCA	26_1	0	76.9854508429789
357.142857142857	733.333333333333	81.6907599396422	0	81.6907599396422	DBCA	26_1	280	77.1857146631286
357.142857142857	766.666666666667	76.9864693778967	0	76.9864693778967	DBCA	26_1	70	82.8802108391477
357.142857142857	800	82.5869550266004	0	82.5869550266004	DBCA	26_1	140	89.6944360955161
357.142857142857	833.333333333333	79.5506270768939	0	79.5506270768939	DBCA	26_2	280	75.0455818003803
357.142857142857	866.666666666667	82.7660974988643	0	82.7660974988643	DBCA	26_2	0	82.7660974988643
357.142857142857	900	82.3971328880369	0	82.3971328880369	DBCA	26_2	140	89.5046139569526
357.142857142857	933.333333333333	81.9886819632827	0	81.9886819632827	DBCA	26_2	70	87.8824234245336
357.142857142857	966.666666666667	80.358319886647	0	80.358319886647	DBCA	26_2	210	83.9995387096411
371.428571428571	666.666666666667	79.9266830215354	0	79.9266830215354	DBCA	27_1	70	85.8204244827863
371.428571428571	700	80.5467844250253	0	80.5467844250253	DBCA	27_1	210	84.1880032480194
371.428571428571	733.333333333333	82.6960412603663	0	82.6960412603663	DBCA	27_1	140	89.8035223292819
371.428571428571	766.666666666667	79.0907035979066	0	79.0907035979066	DBCA	27_1	280	74.585658321393
371.428571428571	800	80.3452539610962	0	80.3452539610962	DBCA	27_1	0	80.3452539610962
371.428571428571	833.333333333333	80.9951233591868	0	80.9951233591868	DBCA	27_2	210	84.6363421821809
371.428571428571	866.666666666667	84.8652792273716	0	84.8652792273716	DBCA	27_2	280	80.360233950858
371.428571428571	900	80.0993924398874	0	80.0993924398874	DBCA	27_2	70	85.9931339011384
371.428571428571	933.333333333333	81.1782570990293	0	81.1782570990293	DBCA	27_2	0	81.1782570990293
371.428571428571	966.666666666667	83.5038821847441	0	83.5038821847441	DBCA	27_2	140	90.6113632536598
385.714285714286	666.666666666667	79.0365293312985	0	79.0365293312985	DBCA	28_1	70	84.9302707925494
385.714285714286	700	80.6883851608506	0	80.6883851608506	DBCA	28_1	210	84.3296039838448
385.714285714286	733.333333333333	82.8817941514577	0	82.8817941514577	DBCA	28_1	140	89.9892752203733
385.714285714286	766.666666666667	80.3686196820593	0	80.3686196820593	DBCA	28_1	0	80.3686196820593
385.714285714286	800	81.4793938365342	0	81.4793938365342	DBCA	28_1	280	76.9743485600206
385.714285714286	833.333333333333	81.9793697494252	0	81.9793697494252	DBCA	28_2	0	81.9793697494252
385.714285714286	866.666666666667	85.0856007521958	0	85.0856007521958	DBCA	28_2	280	80.5805554756823
385.714285714286	900	79.5741730207006	0	79.5741730207006	DBCA	28_2	70	85.4679144819515
