x	y	variable1	Zona	ErrorConEfecto	Disenio	Bloque	AsigTrat	MiRto
0	666.666666666667	79.7792985274145	0	79.7792985274145	DBCA	1_1	210	88.6389404927569
0	700	85.9909807684655	0	85.9909807684655	DBCA	1_1	140	95.7122976936776
0	733.333333333333	82.7446531463252	0	82.7446531463252	DBCA	1_1	70	89.5127560830898
0	766.666666666667	78.9579516148547	0	78.9579516148547	DBCA	1_1	0	78.9579516148547
0	800	77.2297732985456	0	77.2297732985456	DBCA	1_1	280	81.4128513557013
0	833.333333333333	75.9132067521644	0	75.9132067521644	DBCA	1_2	280	80.0962848093201
0	866.666666666667	79.0974392913957	0	79.0974392913957	DBCA	1_2	70	85.8655422281603
0	900	76.3737798621637	0	76.3737798621637	DBCA	1_2	210	85.2334218275061
0	933.333333333333	77.3966957656812	0	77.3966957656812	DBCA	1_2	140	87.1180126908934
0	966.666666666667	82.138690491891	0	82.138690491891	DBCA	1_2	0	82.138690491891
128.571428571429	666.666666666667	80.5551676885682	0	80.5551676885682	DBCA	10_1	140	90.2764846137803
128.571428571429	700	77.8914834197003	0	77.8914834197003	DBCA	10_1	210	86.7511253850428
128.571428571429	733.333333333333	79.5590854577387	0	79.5590854577387	DBCA	10_1	0	79.5590854577387
128.571428571429	766.666666666667	82.7846541107229	0	82.7846541107229	DBCA	10_1	280	86.9677321678786
128.571428571429	800	77.1345271480059	0	77.1345271480059	DBCA	10_1	70	83.9026300847706
128.571428571429	833.333333333333	80.2663121232865	0	80.2663121232865	DBCA	10_2	70	87.0344150600511
128.571428571429	866.666666666667	81.2301011297998	0	81.2301011297998	DBCA	10_2	140	90.9514180550119
128.571428571429	900	80.4684912522676	0	80.4684912522676	DBCA	10_2	0	80.4684912522676
128.571428571429	933.333333333333	80.897623478232	0	80.897623478232	DBCA	10_2	210	89.7572654435745
128.571428571429	966.666666666667	78.2057276803375	0	78.2057276803375	DBCA	10_2	280	82.3888057374932
142.857142857143	666.666666666667	80.0828388452141	0	80.0828388452141	DBCA	11_1	280	84.2659169023698
142.857142857143	700	82.8872261932929	0	82.8872261932929	DBCA	11_1	70	89.6553291300576
142.857142857143	733.333333333333	79.8028872033019	0	79.8028872033019	DBCA	11_1	140	89.524204128514
142.857142857143	766.666666666667	80.3414006845799	0	80.3414006845799	DBCA	11_1	0	80.3414006845799
142.857142857143	800	80.0927456645556	0	80.0927456645556	DBCA	11_1	210	88.9523876298981
142.857142857143	833.333333333333	81.296919193137	0	81.296919193137	DBCA	11_2	280	85.4799972502927
142.857142857143	866.666666666667	80.7219131035832	0	80.7219131035832	DBCA	11_2	210	89.5815550689257
142.857142857143	900	80.0866214100389	0	80.0866214100389	DBCA	11_2	70	86.8547243468036
142.857142857143	933.333333333333	74.734564184939	0	74.734564184939	DBCA	11_2	140	84.4558811101511
142.857142857143	966.666666666667	75.4469661786094	0	75.4469661786094	DBCA	11_2	0	75.4469661786094
157.142857142857	666.666666666667	79.5787619426978	0	79.5787619426978	DBCA	12_1	140	89.3000788679099
157.142857142857	700	81.2571271271377	0	81.2571271271377	DBCA	12_1	280	85.4402051842934
157.142857142857	733.333333333333	82.238335815429	0	82.238335815429	DBCA	12_1	70	89.0064387521937
157.142857142857	766.666666666667	80.6285631101058	0	80.6285631101058	DBCA	12_1	0	80.6285631101058
157.142857142857	800	81.8941135662445	0	81.8941135662445	DBCA	12_1	210	90.753755531587
157.142857142857	833.333333333333	80.1788342650387	0	80.1788342650387	DBCA	12_2	210	89.0384762303812
157.142857142857	866.666666666667	82.5571775035704	0	82.5571775035704	DBCA	12_2	140	92.2784944287825
157.142857142857	900	80.9193108914433	0	80.9193108914433	DBCA	12_2	280	85.102388948599
157.142857142857	933.333333333333	78.7660681394644	0	78.7660681394644	DBCA	12_2	70	85.5341710762291
157.142857142857	966.666666666667	70.8786732193453	0	70.8786732193453	DBCA	12_2	0	70.8786732193453
171.428571428571	666.666666666667	77.8381626749129	0	77.8381626749129	DBCA	13_1	70	84.6062656116775
171.428571428571	700	79.8819487693682	0	79.8819487693682	DBCA	13_1	140	89.6032656945803
171.428571428571	733.333333333333	83.0662553461322	0	83.0662553461322	DBCA	13_1	280	87.2493334032879
171.428571428571	766.666666666667	82.7737140931307	0	82.7737140931307	DBCA	13_1	210	91.6333560584732
171.428571428571	800	82.4953902042344	0	82.4953902042344	DBCA	13_1	0	82.4953902042344
