x	y	variable1	Zona	ErrorConEfecto	Disenio	Bloque	AsigTrat	MiRto
0	666.666666666667	78.0152552053898	0	78.0152552053898	DBCA	1_1	280	86.5534399428393
0	700	81.6194662102692	0	81.6194662102692	DBCA	1_1	140	92.6351229444811
0	733.333333333333	81.9137938470657	0	81.9137938470657	DBCA	1_1	70	89.1082633055434
0	766.666666666667	82.0134963773394	0	82.0134963773394	DBCA	1_1	210	93.4770582045418
0	800	80.12794132455	0	80.12794132455	DBCA	1_1	0	80.12794132455
0	833.333333333333	82.1914811131392	0	82.1914811131392	DBCA	1_2	280	90.7296658505886
0	866.666666666667	80.4553437212889	0	80.4553437212889	DBCA	1_2	0	80.4553437212889
0	900	84.5671411618623	0	84.5671411618623	DBCA	1_2	70	91.76161062034
0	933.333333333333	77.4546879044548	0	77.4546879044548	DBCA	1_2	140	88.4703446386667
0	966.666666666667	75.8042884291143	0	75.8042884291143	DBCA	1_2	210	87.2678502563167
128.571428571429	666.666666666667	78.3589972263908	0	78.3589972263908	DBCA	10_1	70	85.5534666848685
128.571428571429	700	83.3860335951552	0	83.3860335951552	DBCA	10_1	140	94.401690329367
128.571428571429	733.333333333333	81.0231075733318	0	81.0231075733318	DBCA	10_1	280	89.5612923107812
128.571428571429	766.666666666667	82.3316955693031	0	82.3316955693031	DBCA	10_1	210	93.7952573965055
128.571428571429	800	79.6749939714175	0	79.6749939714175	DBCA	10_1	0	79.6749939714175
128.571428571429	833.333333333333	81.2824827467078	0	81.2824827467078	DBCA	10_2	210	92.7460445739102
128.571428571429	866.666666666667	78.9952472940106	0	78.9952472940106	DBCA	10_2	140	90.0109040282224
128.571428571429	900	86.1168521175887	0	86.1168521175887	DBCA	10_2	70	93.3113215760664
128.571428571429	933.333333333333	83.167537472649	0	83.167537472649	DBCA	10_2	280	91.7057222100985
128.571428571429	966.666666666667	84.9376581672503	0	84.9376581672503	DBCA	10_2	0	84.9376581672503
142.857142857143	666.666666666667	79.8808739970002	0	79.8808739970002	DBCA	11_1	210	91.3444358242026
142.857142857143	700	81.0462835763669	0	81.0462835763669	DBCA	11_1	70	88.2407530348446
142.857142857143	733.333333333333	82.9610210613775	0	82.9610210613775	DBCA	11_1	0	82.9610210613775
142.857142857143	766.666666666667	82.6310307992176	0	82.6310307992176	DBCA	11_1	140	93.6466875334295
142.857142857143	800	83.1939309886692	0	83.1939309886692	DBCA	11_1	280	91.7321157261186
142.857142857143	833.333333333333	81.2987338076745	0	81.2987338076745	DBCA	11_2	70	88.4932032661522
142.857142857143	866.666666666667	81.2470527056458	0	81.2470527056458	DBCA	11_2	0	81.2470527056458
142.857142857143	900	83.4137575745465	0	83.4137575745465	DBCA	11_2	140	94.4294143087584
142.857142857143	933.333333333333	86.0615459278131	0	86.0615459278131	DBCA	11_2	210	97.5251077550156
142.857142857143	966.666666666667	85.065860421302	0	85.065860421302	DBCA	11_2	280	93.6040451587514
157.142857142857	666.666666666667	78.7374526349878	0	78.7374526349878	DBCA	12_1	70	85.9319220934655
157.142857142857	700	81.7101359299991	0	81.7101359299991	DBCA	12_1	0	81.7101359299991
157.142857142857	733.333333333333	83.9975085731473	0	83.9975085731473	DBCA	12_1	140	95.0131653073591
157.142857142857	766.666666666667	84.6297498226744	0	84.6297498226744	DBCA	12_1	210	96.0933116498769
157.142857142857	800	81.1400491947684	0	81.1400491947684	DBCA	12_1	280	89.6782339322179
157.142857142857	833.333333333333	81.8775596802693	0	81.8775596802693	DBCA	12_2	0	81.8775596802693
157.142857142857	866.666666666667	80.98417157141	0	80.98417157141	DBCA	12_2	70	88.1786410298877
157.142857142857	900	80.5488428021734	0	80.5488428021734	DBCA	12_2	140	91.5644995363852
157.142857142857	933.333333333333	84.5673699088447	0	84.5673699088447	DBCA	12_2	280	93.1055546462942
157.142857142857	966.666666666667	81.2539830335525	0	81.2539830335525	DBCA	12_2	210	92.717544860755
171.428571428571	666.666666666667	81.9333724134912	0	81.9333724134912	DBCA	13_1	280	90.4715571509406
171.428571428571	700	79.1392255173201	0	79.1392255173201	DBCA	13_1	210	90.6027873445225
171.428571428571	733.333333333333	83.5246719807973	0	83.5246719807973	DBCA	13_1	140	94.5403287150091
171.428571428571	766.666666666667	79.3168448139815	0	79.3168448139815	DBCA	13_1	70	86.5113142724592
171.428571428571	800	80.1629669874398	0	80.1629669874398	DBCA	13_1	0	80.1629669874398
171.428571428571	833.333333333333	83.5006530984836	0	83.5006530984836	DBCA	13_2	0	83.5006530984836
171.428571428571	866.666666666667	85.0939360569879	0	85.0939360569879	DBCA	13_2	210	96.5574978841903
171.428571428571	900	79.8541340530584	0	79.8541340530584	DBCA	13_2	140	90.8697907872703
171.428571428571	933.333333333333	84.3109619744909	0	84.3109619744909	DBCA	13_2	280	92.8491467119403
171.428571428571	966.666666666667	78.2736641596619	0	78.2736641596619	DBCA	13_2	70	85.4681336181396
185.714285714286	666.666666666667	80.0715904105803	0	80.0715904105803	DBCA	14_1	0	80.0715904105803
185.714285714286	700	78.9524246916535	0	78.9524246916535	DBCA	14_1	140	89.9680814258653
185.714285714286	733.333333333333	79.7400301811957	0	79.7400301811957	DBCA	14_1	210	91.2035920083981
185.714285714286	766.666666666667	79.0112756419559	0	79.0112756419559	DBCA	14_1	70	86.2057451004336
185.714285714286	800	83.0475156266446	0	83.0475156266446	DBCA	14_1	280	91.5857003640941
185.714285714286	833.333333333333	84.2476828288635	0	84.2476828288635	DBCA	14_2	210	95.7112446560659
185.714285714286	866.666666666667	86.7710805030802	0	86.7710805030802	DBCA	14_2	140	97.786737237292
185.714285714286	900	83.6302403165873	0	83.6302403165873	DBCA	14_2	70	90.824709775065
185.714285714286	933.333333333333	83.0321773470567	0	83.0321773470567	DBCA	14_2	0	83.0321773470567
185.714285714286	966.666666666667	80.6106593043045	0	80.6106593043045	DBCA	14_2	280	89.148844041754
200	666.666666666667	80.3164928689567	0	80.3164928689567	DBCA	15_1	70	87.5109623274344
200	700	79.4866756366802	0	79.4866756366802	DBCA	15_1	0	79.4866756366802
200	733.333333333333	81.7053740957876	0	81.7053740957876	DBCA	15_1	140	92.7210308299995
200	766.666666666667	80.3801520063052	0	80.3801520063052	DBCA	15_1	210	91.8437138335076
200	800	81.7453490491123	0	81.7453490491123	DBCA	15_1	280	90.2835337865618
200	833.333333333333	86.0464403358465	0	86.0464403358465	DBCA	15_2	280	94.584625073296
200	866.666666666667	85.7946716487207	0	85.7946716487207	DBCA	15_2	0	85.7946716487207
200	900	83.7295128171547	0	83.7295128171547	DBCA	15_2	140	94.7451695513666
200	933.333333333333	81.592741776534	0	81.592741776534	DBCA	15_2	70	88.7872112350117
200	966.666666666667	80.2652554582876	0	80.2652554582876	DBCA	15_2	210	91.72881728549
214.285714285714	666.666666666667	80.2125250586508	0	80.2125250586508	DBCA	16_1	280	88.7507097961003
214.285714285714	700	78.450620225831	0	78.450620225831	DBCA	16_1	140	89.4662769600429
214.285714285714	733.333333333333	82.7800701049531	0	82.7800701049531	DBCA	16_1	210	94.2436319321555
214.285714285714	766.666666666667	80.4678738418354	0	80.4678738418354	DBCA	16_1	70	87.6623433003131
214.285714285714	800	82.1523196250375	0	82.1523196250375	DBCA	16_1	0	82.1523196250375
214.285714285714	833.333333333333	81.6889923445676	0	81.6889923445676	DBCA	16_2	280	90.2271770820171
214.285714285714	866.666666666667	87.054503663735	0	87.054503663735	DBCA	16_2	210	98.5180654909375
214.285714285714	900	82.3972267923641	0	82.3972267923641	DBCA	16_2	70	89.5916962508418
214.285714285714	933.333333333333	83.1516180342544	0	83.1516180342544	DBCA	16_2	140	94.1672747684662
214.285714285714	966.666666666667	80.1966998101914	0	80.1966998101914	DBCA	16_2	0	80.1966998101914
228.571428571429	666.666666666667	79.3293953073098	0	79.3293953073098	DBCA	17_1	210	90.7929571345122
228.571428571429	700	78.6095026029454	0	78.6095026029454	DBCA	17_1	140	89.6251593371573
228.571428571429	733.333333333333	77.5455167583698	0	77.5455167583698	DBCA	17_1	280	86.0837014958192
228.571428571429	766.666666666667	80.5766464486932	0	80.5766464486932	DBCA	17_1	70	87.7711159071709
228.571428571429	800	82.5210718629615	0	82.5210718629615	DBCA	17_1	0	82.5210718629615
228.571428571429	833.333333333333	78.812982609993	0	78.812982609993	DBCA	17_2	70	86.0074520684707
228.571428571429	866.666666666667	89.089369757492	0	89.089369757492	DBCA	17_2	210	100.552931584694
228.571428571429	900	83.6265603489524	0	83.6265603489524	DBCA	17_2	140	94.6422170831643
228.571428571429	933.333333333333	81.9936331737894	0	81.9936331737894	DBCA	17_2	0	81.9936331737894
228.571428571429	966.666666666667	84.0655648758371	0	84.0655648758371	DBCA	17_2	280	92.6037496132865
242.857142857143	666.666666666667	81.0274999964685	0	81.0274999964685	DBCA	18_1	140	92.0431567306803
242.857142857143	700	81.3371981756131	0	81.3371981756131	DBCA	18_1	0	81.3371981756131
242.857142857143	733.333333333333	79.91484228116	0	79.91484228116	DBCA	18_1	210	91.3784041083624
242.857142857143	766.666666666667	76.7586094180177	0	76.7586094180177	DBCA	18_1	70	83.9530788764954
242.857142857143	800	82.2540983360509	0	82.2540983360509	DBCA	18_1	280	90.7922830735003
242.857142857143	833.333333333333	80.7488580493193	0	80.7488580493193	DBCA	18_2	0	80.7488580493193
242.857142857143	866.666666666667	86.853038637503	0	86.853038637503	DBCA	18_2	70	94.0475080959807
242.857142857143	900	80.8335300201572	0	80.8335300201572	DBCA	18_2	280	89.3717147576066
242.857142857143	933.333333333333	81.0224536202957	0	81.0224536202957	DBCA	18_2	210	92.4860154474982
242.857142857143	966.666666666667	83.0703810680058	0	83.0703810680058	DBCA	18_2	140	94.0860378022176
257.142857142857	666.666666666667	78.8281038184964	0	78.8281038184964	DBCA	19_1	70	86.0225732769741
257.142857142857	700	80.9978945007856	0	80.9978945007856	DBCA	19_1	140	92.0135512349975
257.142857142857	733.333333333333	81.9283627416701	0	81.9283627416701	DBCA	19_1	280	90.4665474791196
257.142857142857	766.666666666667	80.3951032076177	0	80.3951032076177	DBCA	19_1	210	91.8586650348201
